quote_id,product_id,quote_ts,source,payload
375,33,2024-07-13 02:47:13,EXCHANGE,"{""bid"": 39084.7938, ""ask"": 39086.492, ""volume"": 411155, ""spread"": 1.6982}"
376,10,2024-12-08 06:23:24,EXCHANGE,"{""bid"": 48735.985, ""ask"": 48740.2209, ""volume"": 390782, ""spread"": 4.2359}"
377,23,2024-12-09 00:22:44,OTC,"{""bid"": 34754.0648, ""ask"": 34754.8531, ""volume"": 662489, ""spread"": 0.7883}"
378,32,2024-10-02 07:11:39,OTC,"{""bid"": 46777.5949, ""ask"": 46782.2841, ""volume"": 458119, ""spread"": 4.6892}"
379,10,2024-08-19 17:04:26,EXCHANGE,"{""bid"": 22070.397, ""ask"": 22071.315, ""volume"": 919202, ""spread"": 0.918}"
380,6,2024-07-27 22:36:51,EXCHANGE,"{""bid"": 12984.9742, ""ask"": 12989.7439, ""volume"": 712087, ""spread"": 4.7697}"
381,23,2024-11-23 22:44:04,OTC,"{""bid"": 42256.324, ""ask"": 42257.5521, ""volume"": 846251, ""spread"": 1.2281}"
382,18,2024-04-09 08:51:24,OTC,"{""bid"": 43586.5577, ""ask"": 43589.4913, ""volume"": 268067, ""spread"": 2.9336}"
383,13,2024-01-14 06:32:49,EXCHANGE,"{""bid"": 4751.5732, ""ask"": 4754.5319, ""volume"": 209224, ""spread"": 2.9587}"
384,14,2024-05-23 10:42:50,OTC,"{""bid"": 8668.1116, ""ask"": 8669.4393, ""volume"": 750860, ""spread"": 1.3277}"
385,10,2024-05-03 06:07:03,EXCHANGE,"{""bid"": 16266.239, ""ask"": 16268.9766, ""volume"": 238700, ""spread"": 2.7376}"
386,22,2024-02-22 04:57:48,OTC,"{""bid"": 14711.8244, ""ask"": 14713.9147, ""volume"": 637036, ""spread"": 2.0903}"
387,28,2024-07-08 16:12:05,EXCHANGE,"{""bid"": 4768.6044, ""ask"": 4772.9388, ""volume"": 594290, ""spread"": 4.3344}"
388,1,2024-03-12 08:09:46,OTC,"{""bid"": 25326.5356, ""ask"": 25330.5903, ""volume"": 345538, ""spread"": 4.0547}"
389,12,2024-04-15 22:09:34,EXCHANGE,"{""bid"": 3899.1225, ""ask"": 3900.4542, ""volume"": 39537, ""spread"": 1.3317}"
390,13,2024-03-09 23:05:51,EXCHANGE,"{""bid"": 15142.8624, ""ask"": 15143.6516, ""volume"": 16627, ""spread"": 0.7892}"
391,29,2024-02-15 23:29:31,OTC,"{""bid"": 8799.8798, ""ask"": 8800.8721, ""volume"": 642866, ""spread"": 0.9923}"
392,32,2024-04-13 11:24:09,EXCHANGE,"{""bid"": 2048.1095, ""ask"": 2048.6289, ""volume"": 301509, ""spread"": 0.5194}"
393,5,2024-06-02 16:41:16,EXCHANGE,"{""bid"": 41145.2364, ""ask"": 41146.7476, ""volume"": 619033, ""spread"": 1.5112}"
394,5,2024-11-24 23:32:33,OTC,"{""bid"": 35888.729, ""ask"": 35893.2098, ""volume"": 34039, ""spread"": 4.4808}"
395,4,2024-02-27 22:17:03,OTC,"{""bid"": 39949.3075, ""ask"": 39952.2452, ""volume"": 135586, ""spread"": 2.9377}"
396,10,2024-01-23 05:12:42,OTC,"{""bid"": 25382.1789, ""ask"": 25382.8523, ""volume"": 541131, ""spread"": 0.6734}"
397,15,2025-01-05 19:50:15,EXCHANGE,"{""bid"": 49448.3558, ""ask"": 49453.2946, ""volume"": 317766, ""spread"": 4.9388}"
398,40,2025-01-30 00:35:31,EXCHANGE,"{""bid"": 44715.429, ""ask"": 44718.1433, ""volume"": 42054, ""spread"": 2.7143}"
399,21,2024-09-11 18:54:22,EXCHANGE,"{""bid"": 5402.6158, ""ask"": 5406.0056, ""volume"": 172633, ""spread"": 3.3898}"
400,35,2024-06-29 05:08:20,EXCHANGE,"{""bid"": 40057.1047, ""ask"": 40060.4018, ""volume"": 175226, ""spread"": 3.2971}"
